"","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","gene_id_no_ver","length"
"GJA1","HAVANA","gene",NA,NA,"ENSG00000152661.7","protein_coding","GJA1","2","OTTHUMG00000015479.1",NA,"ENSG00000152661",NA
"PELO","HAVANA","gene",NA,NA,"ENSG00000152684.10","protein_coding","PELO","2","OTTHUMG00000096973.2",NA,"ENSG00000152684",NA
"IFIT5","HAVANA","gene",NA,NA,"ENSG00000152778.7","protein_coding","IFIT5","2","OTTHUMG00000018713.1",NA,"ENSG00000152778",NA
"UTRN","HAVANA","gene",NA,NA,"ENSG00000152818.14","protein_coding","UTRN","2","OTTHUMG00000015746.4",NA,"ENSG00000152818",NA
"PTPRK","HAVANA","gene",NA,NA,"ENSG00000152894.10","protein_coding","PTPRK","2","OTTHUMG00000015536.9",NA,"ENSG00000152894",NA
"PLOD2","HAVANA","gene",NA,NA,"ENSG00000152952.7","protein_coding","PLOD2","2","OTTHUMG00000159417.1",NA,"ENSG00000152952",NA
"JAKMIP1","HAVANA","gene",NA,NA,"ENSG00000152969.12","protein_coding","JAKMIP1","2","OTTHUMG00000125491.6",NA,"ENSG00000152969",NA
"BANK1","HAVANA","gene",NA,NA,"ENSG00000153064.7","protein_coding","BANK1","2","OTTHUMG00000160958.2","ncRNA_host","ENSG00000153064",NA
"TXNDC11","HAVANA","gene",NA,NA,"ENSG00000153066.8","protein_coding","TXNDC11","2","OTTHUMG00000177467.1",NA,"ENSG00000153066",NA
"DAB2","HAVANA","gene",NA,NA,"ENSG00000153071.10","protein_coding","DAB2","2","OTTHUMG00000162043.3",NA,"ENSG00000153071",NA
"BCL2L11","HAVANA","gene",NA,NA,"ENSG00000153094.17","protein_coding","BCL2L11","2","OTTHUMG00000131256.8",NA,"ENSG00000153094",NA
"CETN3","HAVANA","gene",NA,NA,"ENSG00000153140.4","protein_coding","CETN3","1","OTTHUMG00000131326.3",NA,"ENSG00000153140",NA
"BMP6","HAVANA","gene",NA,NA,"ENSG00000153162.8","protein_coding","BMP6","2","OTTHUMG00000014217.1",NA,"ENSG00000153162",NA
"MERTK","HAVANA","gene",NA,NA,"ENSG00000153208.12","protein_coding","MERTK","2","OTTHUMG00000131278.3","ncRNA_host","ENSG00000153208",NA
"NR4A2","HAVANA","gene",NA,NA,"ENSG00000153234.9","protein_coding","NR4A2","1","OTTHUMG00000131950.7",NA,"ENSG00000153234",NA
"RBMS1","HAVANA","gene",NA,NA,"ENSG00000153250.13","protein_coding","RBMS1","2","OTTHUMG00000132031.8","ncRNA_host","ENSG00000153250",NA
"CD8A","HAVANA","gene",NA,NA,"ENSG00000153563.11","protein_coding","CD8A","2","OTTHUMG00000130265.6",NA,"ENSG00000153563",NA
"CNKSR3","HAVANA","gene",NA,NA,"ENSG00000153721.13","protein_coding","CNKSR3","1","OTTHUMG00000015873.4",NA,"ENSG00000153721",NA
"DDAH1","HAVANA","gene",NA,NA,"ENSG00000153904.14","protein_coding","DDAH1","2","OTTHUMG00000010578.3","ncRNA_host","ENSG00000153904",NA
"HS3ST3A1","HAVANA","gene",NA,NA,"ENSG00000153976.2","protein_coding","HS3ST3A1","2","OTTHUMG00000058768.2","ncRNA_host","ENSG00000153976",NA
"AK5","HAVANA","gene",NA,NA,"ENSG00000154027.14","protein_coding","AK5","1","OTTHUMG00000009796.4","ncRNA_host","ENSG00000154027",NA
"THY1","HAVANA","gene",NA,NA,"ENSG00000154096.9","protein_coding","THY1","1","OTTHUMG00000166202.3",NA,"ENSG00000154096",NA
"ROBO4","HAVANA","gene",NA,NA,"ENSG00000154133.10","protein_coding","ROBO4","2","OTTHUMG00000165936.2",NA,"ENSG00000154133",NA
"PRKCA","HAVANA","gene",NA,NA,"ENSG00000154229.7","protein_coding","PRKCA","2","OTTHUMG00000179533.2","ncRNA_host","ENSG00000154229",NA
"UCHL1","HAVANA","gene",NA,NA,"ENSG00000154277.8","protein_coding","UCHL1","1","OTTHUMG00000099377.15",NA,"ENSG00000154277",NA
"GBP5","HAVANA","gene",NA,NA,"ENSG00000154451.10","protein_coding","GBP5","2","OTTHUMG00000010006.2",NA,"ENSG00000154451",NA
"LY96","HAVANA","gene",NA,NA,"ENSG00000154589.2","protein_coding","LY96","1","OTTHUMG00000164504.2",NA,"ENSG00000154589",NA
"TMSB4Y","HAVANA","gene",NA,NA,"ENSG00000154620.5","protein_coding","TMSB4Y","2","OTTHUMG00000036366.1",NA,"ENSG00000154620",NA
"CXADR","HAVANA","gene",NA,NA,"ENSG00000154639.14","protein_coding","CXADR","2","OTTHUMG00000074508.2","ncRNA_host","ENSG00000154639",NA
"C21orf91","HAVANA","gene",NA,NA,"ENSG00000154642.6","protein_coding","C21orf91","1","OTTHUMG00000074509.7",NA,"ENSG00000154642",NA
"NCAM2","HAVANA","gene",NA,NA,"ENSG00000154654.10","protein_coding","NCAM2","2","OTTHUMG00000078121.3",NA,"ENSG00000154654",NA
"ADAMTS5","HAVANA","gene",NA,NA,"ENSG00000154736.5","protein_coding","ADAMTS5","2","OTTHUMG00000078686.1",NA,"ENSG00000154736",NA
"XPC","HAVANA","gene",NA,NA,"ENSG00000154767.10","protein_coding","XPC","2","OTTHUMG00000155526.4",NA,"ENSG00000154767",NA
"PLCL2","HAVANA","gene",NA,NA,"ENSG00000154822.11","protein_coding","PLCL2","2","OTTHUMG00000155467.3","ncRNA_host","ENSG00000154822",NA
"PTPRN2","HAVANA","gene",NA,NA,"ENSG00000155093.13","protein_coding","PTPRN2","2","OTTHUMG00000152646.2","ncRNA_host","ENSG00000155093",NA
"SAMSN1","HAVANA","gene",NA,NA,"ENSG00000155307.13","protein_coding","SAMSN1","2","OTTHUMG00000074317.1",NA,"ENSG00000155307",NA
"SLC7A7","HAVANA","gene",NA,NA,"ENSG00000155465.14","protein_coding","SLC7A7","1","OTTHUMG00000028692.11",NA,"ENSG00000155465",NA
"VSIG4","HAVANA","gene",NA,NA,"ENSG00000155659.10","protein_coding","VSIG4","2","OTTHUMG00000021727.2",NA,"ENSG00000155659",NA
"ELMO1","HAVANA","gene",NA,NA,"ENSG00000155849.11","protein_coding","ELMO1","1","OTTHUMG00000023701.7","ncRNA_host","ENSG00000155849",NA
"SLA","HAVANA","gene",NA,NA,"ENSG00000155926.9","protein_coding","SLA","1","OTTHUMG00000164439.1",NA,"ENSG00000155926",NA
"MMP16","HAVANA","gene",NA,NA,"ENSG00000156103.11","protein_coding","MMP16","2","OTTHUMG00000163769.3",NA,"ENSG00000156103",NA
"KCNMA1","HAVANA","gene",NA,NA,"ENSG00000156113.16","protein_coding","KCNMA1","2","OTTHUMG00000018543.7",NA,"ENSG00000156113",NA
"CXCL13","HAVANA","gene",NA,NA,"ENSG00000156234.7","protein_coding","CXCL13","2","OTTHUMG00000130201.3",NA,"ENSG00000156234",NA
"TIAM1","HAVANA","gene",NA,NA,"ENSG00000156299.8","protein_coding","TIAM1","1","OTTHUMG00000084869.3",NA,"ENSG00000156299",NA
"FGF18","HAVANA","gene",NA,NA,"ENSG00000156427.7","protein_coding","FGF18","2","OTTHUMG00000130464.2",NA,"ENSG00000156427",NA
"UQCRB","HAVANA","gene",NA,NA,"ENSG00000156467.5","protein_coding","UQCRB","1","OTTHUMG00000164711.2",NA,"ENSG00000156467",NA
"HK1","HAVANA","gene",NA,NA,"ENSG00000156515.17","protein_coding","HK1","2","OTTHUMG00000018380.4",NA,"ENSG00000156515",NA
"RAB11FIP1","HAVANA","gene",NA,NA,"ENSG00000156675.11","protein_coding","RAB11FIP1","2","OTTHUMG00000164026.2",NA,"ENSG00000156675",NA
"MS4A1","HAVANA","gene",NA,NA,"ENSG00000156738.13","protein_coding","MS4A1","2","OTTHUMG00000167614.1",NA,"ENSG00000156738",NA
"TBC1D31","HAVANA","gene",NA,NA,"ENSG00000156787.12","protein_coding","TBC1D31","1","OTTHUMG00000165081.7","ncRNA_host","ENSG00000156787",NA
"BUB1B","HAVANA","gene",NA,NA,"ENSG00000156970.8","protein_coding","BUB1B","2","OTTHUMG00000129877.4",NA,"ENSG00000156970",NA
"SST","HAVANA","gene",NA,NA,"ENSG00000157005.3","protein_coding","SST","2","OTTHUMG00000156462.1",NA,"ENSG00000157005",NA
"NMNAT2","HAVANA","gene",NA,NA,"ENSG00000157064.6","protein_coding","NMNAT2","2","OTTHUMG00000035519.2",NA,"ENSG00000157064",NA
"NRG1","HAVANA","gene",NA,NA,"ENSG00000157168.14","protein_coding","NRG1","2","OTTHUMG00000163918.7","ncRNA_host","ENSG00000157168",NA
"CPT2","HAVANA","gene",NA,NA,"ENSG00000157184.5","protein_coding","CPT2","2","OTTHUMG00000008942.1",NA,"ENSG00000157184",NA
"LRP8","HAVANA","gene",NA,NA,"ENSG00000157193.10","protein_coding","LRP8","1","OTTHUMG00000008924.2",NA,"ENSG00000157193",NA
"IL34","HAVANA","gene",NA,NA,"ENSG00000157368.6","protein_coding","IL34","1","OTTHUMG00000137581.4",NA,"ENSG00000157368",NA
"KIT","HAVANA","gene",NA,NA,"ENSG00000157404.11","protein_coding","KIT","1","OTTHUMG00000128713.3",NA,"ENSG00000157404",NA
"CCNB2","HAVANA","gene",NA,NA,"ENSG00000157456.3","protein_coding","CCNB2","2","OTTHUMG00000132715.2",NA,"ENSG00000157456",NA
"CREB3L1","HAVANA","gene",NA,NA,"ENSG00000157613.6","protein_coding","CREB3L1","1","OTTHUMG00000166423.2",NA,"ENSG00000157613",NA
"ACAN","HAVANA","gene",NA,NA,"ENSG00000157766.11","protein_coding","ACAN","1","OTTHUMG00000171989.3",NA,"ENSG00000157766",NA
"RAB28","HAVANA","gene",NA,NA,"ENSG00000157869.10","protein_coding","RAB28","1","OTTHUMG00000090543.2",NA,"ENSG00000157869",NA
"TNFRSF14","HAVANA","gene",NA,NA,"ENSG00000157873.13","protein_coding","TNFRSF14","2","OTTHUMG00000000792.16",NA,"ENSG00000157873",NA
"DUSP2","HAVANA","gene",NA,NA,"ENSG00000158050.4","protein_coding","DUSP2","2","OTTHUMG00000130456.2",NA,"ENSG00000158050",NA
"TMSB15A","HAVANA","gene",NA,NA,"ENSG00000158164.6","protein_coding","TMSB15A","2","OTTHUMG00000022054.1",NA,"ENSG00000158164",NA
"AUTS2","HAVANA","gene",NA,NA,"ENSG00000158321.11","protein_coding","AUTS2","2","OTTHUMG00000023865.5",NA,"ENSG00000158321",NA
"CD1B","HAVANA","gene",NA,NA,"ENSG00000158485.6","protein_coding","CD1B","2","OTTHUMG00000017513.2",NA,"ENSG00000158485",NA
"CD1E","HAVANA","gene",NA,NA,"ENSG00000158488.11","protein_coding","CD1E","2","OTTHUMG00000017515.3",NA,"ENSG00000158488",NA
"PKD1L1","HAVANA","gene",NA,NA,"ENSG00000158683.3","protein_coding","PKD1L1","2","OTTHUMG00000155649.1",NA,"ENSG00000158683",NA
"SLAMF8","HAVANA","gene",NA,NA,"ENSG00000158714.6","protein_coding","SLAMF8","2","OTTHUMG00000035433.1",NA,"ENSG00000158714",NA
"F11R","HAVANA","gene",NA,NA,"ENSG00000158769.13","protein_coding","F11R","2","OTTHUMG00000028602.3",NA,"ENSG00000158769",NA
"FGF17","HAVANA","gene",NA,NA,"ENSG00000158815.6","protein_coding","FGF17","1","OTTHUMG00000097051.2",NA,"ENSG00000158815",NA
"CDA","HAVANA","gene",NA,NA,"ENSG00000158825.5","protein_coding","CDA","2","OTTHUMG00000002845.1",NA,"ENSG00000158825",NA
"FCER1G","HAVANA","gene",NA,NA,"ENSG00000158869.6","protein_coding","FCER1G","2","OTTHUMG00000034343.1",NA,"ENSG00000158869",NA
"EPB41","HAVANA","gene",NA,NA,"ENSG00000159023.14","protein_coding","EPB41","2","OTTHUMG00000003644.3","ncRNA_host","ENSG00000159023",NA
"STC1","HAVANA","gene",NA,NA,"ENSG00000159167.7","protein_coding","STC1","1","OTTHUMG00000097853.2",NA,"ENSG00000159167",NA
"SNF8","HAVANA","gene",NA,NA,"ENSG00000159210.5","protein_coding","SNF8","2","OTTHUMG00000160569.4",NA,"ENSG00000159210",NA
"CLDN14","HAVANA","gene",NA,NA,"ENSG00000159261.6","protein_coding","CLDN14","2","OTTHUMG00000086638.1",NA,"ENSG00000159261",NA
"PSMD4","HAVANA","gene",NA,NA,"ENSG00000159352.11","protein_coding","PSMD4","1","OTTHUMG00000012349.12",NA,"ENSG00000159352",NA
"HK2","HAVANA","gene",NA,NA,"ENSG00000159399.5","protein_coding","HK2","1","OTTHUMG00000129972.5",NA,"ENSG00000159399",NA
"C1R","HAVANA","gene",NA,NA,"ENSG00000159403.11","protein_coding","C1R","1","OTTHUMG00000168149.4",NA,"ENSG00000159403",NA
"TCHH","HAVANA","gene",NA,NA,"ENSG00000159450.8","protein_coding","TCHH","2","OTTHUMG00000013066.2",NA,"ENSG00000159450",NA
"ACE","HAVANA","gene",NA,NA,"ENSG00000159640.10","protein_coding","ACE","2","OTTHUMG00000154927.2",NA,"ENSG00000159640",NA
"PTGIR","HAVANA","gene",NA,NA,"ENSG00000160013.4","protein_coding","PTGIR","2","OTTHUMG00000183429.1",NA,"ENSG00000160013",NA
"TFF3","HAVANA","gene",NA,NA,"ENSG00000160180.14","protein_coding","TFF3","2","OTTHUMG00000086798.4",NA,"ENSG00000160180",NA
"CBS","HAVANA","gene",NA,NA,"ENSG00000160200.13","protein_coding","CBS","2","OTTHUMG00000086834.7",NA,"ENSG00000160200",NA
"ITGB2","HAVANA","gene",NA,NA,"ENSG00000160255.12","protein_coding","ITGB2","1","OTTHUMG00000090257.6",NA,"ENSG00000160255",NA
"VAV2","HAVANA","gene",NA,NA,"ENSG00000160293.12","protein_coding","VAV2","2","OTTHUMG00000020882.1",NA,"ENSG00000160293",NA
"CD3G","HAVANA","gene",NA,NA,"ENSG00000160654.5","protein_coding","CD3G","2","OTTHUMG00000166971.1",NA,"ENSG00000160654",NA
"NLRX1","HAVANA","gene",NA,NA,"ENSG00000160703.11","protein_coding","NLRX1","2","OTTHUMG00000154476.3",NA,"ENSG00000160703",NA
"IL6R","HAVANA","gene",NA,NA,"ENSG00000160712.8","protein_coding","IL6R","2","OTTHUMG00000036073.2",NA,"ENSG00000160712",NA
"CCR5","HAVANA","gene",NA,NA,"ENSG00000160791.12","protein_coding","CCR5","1","OTTHUMG00000133481.2",NA,"ENSG00000160791",NA
"PTH1R","HAVANA","gene",NA,NA,"ENSG00000160801.9","protein_coding","PTH1R","2","OTTHUMG00000133515.3",NA,"ENSG00000160801",NA
"AZGP1","HAVANA","gene",NA,NA,"ENSG00000160862.8","protein_coding","AZGP1","2","OTTHUMG00000023066.4",NA,"ENSG00000160862",NA
"FGFR4","HAVANA","gene",NA,NA,"ENSG00000160867.10","protein_coding","FGFR4","2","OTTHUMG00000151523.4",NA,"ENSG00000160867",NA
"PSMC2","HAVANA","gene",NA,NA,"ENSG00000161057.6","protein_coding","PSMC2","2","OTTHUMG00000157206.1",NA,"ENSG00000161057",NA
"PLXDC1","HAVANA","gene",NA,NA,"ENSG00000161381.9","protein_coding","PLXDC1","1","OTTHUMG00000133183.13",NA,"ENSG00000161381",NA
"IKZF3","HAVANA","gene",NA,NA,"ENSG00000161405.12","protein_coding","IKZF3","2","OTTHUMG00000133250.2",NA,"ENSG00000161405",NA
"CCL5","HAVANA","gene",NA,NA,"ENSG00000161570.4","protein_coding","CCL5","1","OTTHUMG00000132949.4",NA,"ENSG00000161570",NA
"CCL16","HAVANA","gene",NA,NA,"ENSG00000161573.6","protein_coding","CCL16","2","OTTHUMG00000132999.4",NA,"ENSG00000161573",NA
"ITGA5","HAVANA","gene",NA,NA,"ENSG00000161638.6","protein_coding","ITGA5","2","OTTHUMG00000169841.1",NA,"ENSG00000161638",NA
"PLCD3","HAVANA","gene",NA,NA,"ENSG00000161714.7","protein_coding","PLCD3","1","OTTHUMG00000168029.3",NA,"ENSG00000161714",NA
"TAL1","HAVANA","gene",NA,NA,"ENSG00000162367.7","protein_coding","TAL1","2","OTTHUMG00000007847.2",NA,"ENSG00000162367",NA
"ACOT11","HAVANA","gene",NA,NA,"ENSG00000162390.13","protein_coding","ACOT11","2","OTTHUMG00000009891.2",NA,"ENSG00000162390",NA
"PRKAA2","HAVANA","gene",NA,NA,"ENSG00000162409.6","protein_coding","PRKAA2","2","OTTHUMG00000008282.2",NA,"ENSG00000162409",NA
"PDPN","HAVANA","gene",NA,NA,"ENSG00000162493.12","protein_coding","PDPN","1","OTTHUMG00000007912.3",NA,"ENSG00000162493",NA
"LAPTM5","HAVANA","gene",NA,NA,"ENSG00000162511.7","protein_coding","LAPTM5","2","OTTHUMG00000003707.1","ncRNA_host","ENSG00000162511",NA
"MXRA8","HAVANA","gene",NA,NA,"ENSG00000162576.12","protein_coding","MXRA8","2","OTTHUMG00000002973.5",NA,"ENSG00000162576",NA
"NEXN","HAVANA","gene",NA,NA,"ENSG00000162614.14","protein_coding","NEXN","2","OTTHUMG00000040533.3",NA,"ENSG00000162614",NA
"GBP4","HAVANA","gene",NA,NA,"ENSG00000162654.8","protein_coding","GBP4","2","OTTHUMG00000010663.1",NA,"ENSG00000162654",NA
"VCAM1","HAVANA","gene",NA,NA,"ENSG00000162692.6","protein_coding","VCAM1","2","OTTHUMG00000010982.3",NA,"ENSG00000162692",NA
"CADM3","HAVANA","gene",NA,NA,"ENSG00000162706.8","protein_coding","CADM3","2","OTTHUMG00000037177.1","ncRNA_host","ENSG00000162706",NA
"DDR2","HAVANA","gene",NA,NA,"ENSG00000162733.12","protein_coding","DDR2","2","OTTHUMG00000034423.4","ncRNA_host","ENSG00000162733",NA
"PEA15","HAVANA","gene",NA,NA,"ENSG00000162734.8","protein_coding","PEA15","2","OTTHUMG00000031605.1","ncRNA_host","ENSG00000162734",NA
"OLFML2B","HAVANA","gene",NA,NA,"ENSG00000162745.6","protein_coding","OLFML2B","1","OTTHUMG00000024047.2",NA,"ENSG00000162745",NA
"FCGR3B","HAVANA","gene",NA,NA,"ENSG00000162747.5","protein_coding","FCGR3B","2","OTTHUMG00000074099.2",NA,"ENSG00000162747",NA
"ATF3","HAVANA","gene",NA,NA,"ENSG00000162772.12","protein_coding","ATF3","2","OTTHUMG00000036747.6",NA,"ENSG00000162772",NA
"MAPKAPK2","HAVANA","gene",NA,NA,"ENSG00000162889.6","protein_coding","MAPKAPK2","2","OTTHUMG00000036342.1",NA,"ENSG00000162889",NA
"IL24","HAVANA","gene",NA,NA,"ENSG00000162892.11","protein_coding","IL24","2","OTTHUMG00000036459.2",NA,"ENSG00000162892",NA
"PIGR","HAVANA","gene",NA,NA,"ENSG00000162896.5","protein_coding","PIGR","2","OTTHUMG00000036581.1",NA,"ENSG00000162896",NA
"VSNL1","HAVANA","gene",NA,NA,"ENSG00000163032.7","protein_coding","VSNL1","2","OTTHUMG00000090645.3",NA,"ENSG00000163032",NA
"SGCB","HAVANA","gene",NA,NA,"ENSG00000163069.8","protein_coding","SGCB","2","OTTHUMG00000128697.2",NA,"ENSG00000163069",NA
"HPGDS","HAVANA","gene",NA,NA,"ENSG00000163106.6","protein_coding","HPGDS","2","OTTHUMG00000130974.4",NA,"ENSG00000163106",NA
"CTSS","HAVANA","gene",NA,NA,"ENSG00000163131.6","protein_coding","CTSS","2","OTTHUMG00000035010.2",NA,"ENSG00000163131",NA
"MSX1","HAVANA","gene",NA,NA,"ENSG00000163132.6","protein_coding","MSX1","2","OTTHUMG00000090335.4",NA,"ENSG00000163132",NA
"ARHGAP25","HAVANA","gene",NA,NA,"ENSG00000163219.7","protein_coding","ARHGAP25","1","OTTHUMG00000152621.5",NA,"ENSG00000163219",NA
"S100A9","HAVANA","gene",NA,NA,"ENSG00000163220.10","protein_coding","S100A9","2","OTTHUMG00000013125.1",NA,"ENSG00000163220",NA
"S100A12","HAVANA","gene",NA,NA,"ENSG00000163221.7","protein_coding","S100A12","2","OTTHUMG00000013127.1",NA,"ENSG00000163221",NA
"TGFA","HAVANA","gene",NA,NA,"ENSG00000163235.11","protein_coding","TGFA","2","OTTHUMG00000129669.39","ncRNA_host","ENSG00000163235",NA
"CLDN1","HAVANA","gene",NA,NA,"ENSG00000163347.5","protein_coding","CLDN1","2","OTTHUMG00000156214.2",NA,"ENSG00000163347",NA
"COL6A3","HAVANA","gene",NA,NA,"ENSG00000163359.11","protein_coding","COL6A3","2","OTTHUMG00000150020.5",NA,"ENSG00000163359",NA
"PROK2","HAVANA","gene",NA,NA,"ENSG00000163421.4","protein_coding","PROK2","2","OTTHUMG00000158809.1",NA,"ENSG00000163421",NA
"FSTL1","HAVANA","gene",NA,NA,"ENSG00000163430.5","protein_coding","FSTL1","2","OTTHUMG00000159440.1",NA,"ENSG00000163430",NA
"IGFBP7","HAVANA","gene",NA,NA,"ENSG00000163453.7","protein_coding","IGFBP7","2","OTTHUMG00000128772.1","ncRNA_host","ENSG00000163453",NA
"CXCR1","HAVANA","gene",NA,NA,"ENSG00000163464.7","protein_coding","CXCR1","2","OTTHUMG00000133108.2",NA,"ENSG00000163464",NA
"ADORA1","HAVANA","gene",NA,NA,"ENSG00000163485.11","protein_coding","ADORA1","2","OTTHUMG00000042125.2",NA,"ENSG00000163485",NA
"EOMES","HAVANA","gene",NA,NA,"ENSG00000163508.8","protein_coding","EOMES","2","OTTHUMG00000130570.2",NA,"ENSG00000163508",NA
"TGFBR2","HAVANA","gene",NA,NA,"ENSG00000163513.13","protein_coding","TGFBR2","2","OTTHUMG00000130569.3",NA,"ENSG00000163513",NA
"TRAT1","HAVANA","gene",NA,NA,"ENSG00000163519.9","protein_coding","TRAT1","1","OTTHUMG00000159198.1",NA,"ENSG00000163519",NA
"NFASC","HAVANA","gene",NA,NA,"ENSG00000163531.11","protein_coding","NFASC","2","OTTHUMG00000151697.2",NA,"ENSG00000163531",NA
"MNDA","HAVANA","gene",NA,NA,"ENSG00000163563.7","protein_coding","MNDA","2","OTTHUMG00000022776.1",NA,"ENSG00000163563",NA
"IFI16","HAVANA","gene",NA,NA,"ENSG00000163565.14","protein_coding","IFI16","2","OTTHUMG00000037108.4",NA,"ENSG00000163565",NA
"AIM2","HAVANA","gene",NA,NA,"ENSG00000163568.9","protein_coding","AIM2","2","OTTHUMG00000037183.3",NA,"ENSG00000163568",NA
"CTLA4","HAVANA","gene",NA,NA,"ENSG00000163599.10","protein_coding","CTLA4","2","OTTHUMG00000132877.4",NA,"ENSG00000163599",NA
"ICOS","HAVANA","gene",NA,NA,"ENSG00000163600.8","protein_coding","ICOS","2","OTTHUMG00000132880.2",NA,"ENSG00000163600",NA
"ALB","HAVANA","gene",NA,NA,"ENSG00000163631.12","protein_coding","ALB","1","OTTHUMG00000129919.4",NA,"ENSG00000163631",NA
"PTX3","HAVANA","gene",NA,NA,"ENSG00000163661.3","protein_coding","PTX3","2","OTTHUMG00000158750.1",NA,"ENSG00000163661",NA
"CXCL3","HAVANA","gene",NA,NA,"ENSG00000163734.4","protein_coding","CXCL3","2","OTTHUMG00000160861.1",NA,"ENSG00000163734",NA
"CXCL5","HAVANA","gene",NA,NA,"ENSG00000163735.6","protein_coding","CXCL5","2","OTTHUMG00000160871.1",NA,"ENSG00000163735",NA
"PPBP","HAVANA","gene",NA,NA,"ENSG00000163736.3","protein_coding","PPBP","2","OTTHUMG00000130008.2",NA,"ENSG00000163736",NA
"PF4","HAVANA","gene",NA,NA,"ENSG00000163737.3","protein_coding","PF4","2","OTTHUMG00000130009.1",NA,"ENSG00000163737",NA
"CXCL1","HAVANA","gene",NA,NA,"ENSG00000163739.4","protein_coding","CXCL1","2","OTTHUMG00000160866.1",NA,"ENSG00000163739",NA
"KIF15","HAVANA","gene",NA,NA,"ENSG00000163808.12","protein_coding","KIF15","2","OTTHUMG00000156307.6","ncRNA_host","ENSG00000163808",NA
"CCR1","HAVANA","gene",NA,NA,"ENSG00000163823.3","protein_coding","CCR1","2","OTTHUMG00000133451.2",NA,"ENSG00000163823",NA
"S100P","HAVANA","gene",NA,NA,"ENSG00000163993.6","protein_coding","S100P","2","OTTHUMG00000090491.3",NA,"ENSG00000163993",NA
"EMCN","HAVANA","gene",NA,NA,"ENSG00000164035.5","protein_coding","EMCN","2","OTTHUMG00000131051.5",NA,"ENSG00000164035",NA
"HAND2","HAVANA","gene",NA,NA,"ENSG00000164107.7","protein_coding","HAND2","2","OTTHUMG00000160775.3",NA,"ENSG00000164107",NA
"MAD2L1","HAVANA","gene",NA,NA,"ENSG00000164109.9","protein_coding","MAD2L1","2","OTTHUMG00000132967.3",NA,"ENSG00000164109",NA
"MAP9","HAVANA","gene",NA,NA,"ENSG00000164114.14","protein_coding","MAP9","2","OTTHUMG00000133628.4",NA,"ENSG00000164114",NA
"HPGD","HAVANA","gene",NA,NA,"ENSG00000164120.9","protein_coding","HPGD","1","OTTHUMG00000160772.6",NA,"ENSG00000164120",NA
"NAA15","HAVANA","gene",NA,NA,"ENSG00000164134.8","protein_coding","NAA15","2","OTTHUMG00000137363.5","ncRNA_host","ENSG00000164134",NA
"IL15","HAVANA","gene",NA,NA,"ENSG00000164136.12","protein_coding","IL15","2","OTTHUMG00000133418.6",NA,"ENSG00000164136",NA
"ITGA2","HAVANA","gene",NA,NA,"ENSG00000164171.6","protein_coding","ITGA2","2","OTTHUMG00000131165.4",NA,"ENSG00000164171",NA
"SLC45A2","HAVANA","gene",NA,NA,"ENSG00000164175.10","protein_coding","SLC45A2","2","OTTHUMG00000090719.4",NA,"ENSG00000164175",NA
"EDIL3","HAVANA","gene",NA,NA,"ENSG00000164176.8","protein_coding","EDIL3","2","OTTHUMG00000119047.2","ncRNA_host","ENSG00000164176",NA
"NIPBL","HAVANA","gene",NA,NA,"ENSG00000164190.12","protein_coding","NIPBL","1","OTTHUMG00000090795.3",NA,"ENSG00000164190",NA
"F2RL2","HAVANA","gene",NA,NA,"ENSG00000164220.6","protein_coding","F2RL2","1","OTTHUMG00000102119.3",NA,"ENSG00000164220",NA
"F2RL1","HAVANA","gene",NA,NA,"ENSG00000164251.4","protein_coding","F2RL1","2","OTTHUMG00000102118.2",NA,"ENSG00000164251",NA
"ESM1","HAVANA","gene",NA,NA,"ENSG00000164283.8","protein_coding","ESM1","2","OTTHUMG00000097010.3",NA,"ENSG00000164283",NA
"CASP3","HAVANA","gene",NA,NA,"ENSG00000164305.13","protein_coding","CASP3","2","OTTHUMG00000133681.3",NA,"ENSG00000164305",NA
"TLR3","HAVANA","gene",NA,NA,"ENSG00000164342.8","protein_coding","TLR3","1","OTTHUMG00000160345.5",NA,"ENSG00000164342",NA
"KLKB1","HAVANA","gene",NA,NA,"ENSG00000164344.11","protein_coding","KLKB1","1","OTTHUMG00000150347.3",NA,"ENSG00000164344",NA
"FABP7","HAVANA","gene",NA,NA,"ENSG00000164434.7","protein_coding","FABP7","2","OTTHUMG00000015489.1",NA,"ENSG00000164434",NA
"CITED2","HAVANA","gene",NA,NA,"ENSG00000164442.8","protein_coding","CITED2","2","OTTHUMG00000015691.1",NA,"ENSG00000164442",NA
"IL31RA","HAVANA","gene",NA,NA,"ENSG00000164509.9","protein_coding","IL31RA","1","OTTHUMG00000097045.4",NA,"ENSG00000164509",NA
